startdate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2016-09-07,0.2884742268373069,0.3837925859045697,0.4900057436030167,0.4902260327957159,0.5932912679277131,0.5376463730941626,0.5834558580393054,0.5286331996222199,0.5289982903623744,0.476875675850587,0.4440421125516427,0.6127666369980611,0.2765295311045723,0.5437319842607207,0.48958591683889013,0.46356653153030053,0.546014311738294,0.4311705914531285,0.38633228423041216,0.5274681880618988,0.5975048821822297,0.6078158275365578,0.5150681392629014,0.5510129074088598,0.29845058703255006,0.5000043545370452,0.4481466193473708,0.3654914724734024,0.4442310176204351,0.4945273918227555,0.5068565652551033,0.5728670884668735,0.5419693821667805,0.4639012971437501,0.38744522129409437,0.4957246442753698,0.35416335544917726,0.564103327221054,0.4789104528673647,0.5362710874113258,0.43675385849676224,0.3706162523174077,0.3533305429593156,0.4489005816259601,0.43716687001493626,0.6763556468477714,0.5283245396730364,0.608129497358878,0.4985956789914452,0.5567668466892931,0.26655155820181736
2016-09-09,,,0.4620929056920993,0.40013114967464913,0.6609572265974258,0.48441864656567163,0.6003217650360018,0.5469552243314986,,0.4789353670809058,0.47561381889895266,,0.31005186542092183,0.5830232847673162,0.3894692557847301,0.4603082780285301,0.3859304430907364,0.4082917224215287,0.4291239816465236,0.5693078457622565,0.5935397749269775,0.6330478745814071,0.504358397208699,0.5404881664207699,0.4355505450944899,0.41803679581840864,0.42116336035190366,0.3863679304628133,0.4891103101480579,0.53020481719957,0.6044452603286511,0.5524952145774212,0.6344889697004795,,,0.49390823623863817,0.36184329314928937,0.5097536702255421,0.5094369560738884,,,0.39792610600299544,0.41286185574362805,0.35488735748202016,0.40537073267338863,,0.5418749251291344,0.5796826513840149,0.3831556199839034,0.4966389065807468,
2016-09-14,0.2882845862885271,0.3731917988440541,0.5255709325944412,0.5003061380602831,0.595847127849214,0.5454515121032156,0.535404154643064,0.5586425652022666,0.576721238402068,0.42274616024431894,0.442283021271982,0.557702791762999,0.33600694369920653,0.5512793620724946,0.4919627820071181,0.4877829575651374,0.5615137869360366,0.4215355505345051,0.34556299705603566,0.48296014142714316,0.59091162236286,0.6395706997318784,0.501815977221835,0.5581970833529328,0.2790719683837128,0.5031786268104407,0.5179331282534377,0.42235218836003363,0.4861585600734481,0.438350987114322,0.49110669510228866,0.49604694190477416,0.5719126128844394,0.4535579173826181,0.3446959184983094,0.5005776966058592,0.4015660882851093,0.5652649195702216,0.48751457852273616,0.5760816187554889,0.452073912395807,0.49953982165188765,0.41987171285802116,0.41779294910026926,0.5210542794087826,0.6527455614498139,0.49151019208630276,0.5474088984561251,0.38011586367216355,0.600821603895231,0.41217719486404397
2016-09-16,0.3972878964040065,,0.4873251477708606,0.4113929768659852,0.6743022987581798,0.484706792712728,,0.5860254035314575,,0.5189517934428282,,,0.35198961241236876,0.6301186035106011,0.3972628059761211,0.4843898633890052,0.378416578769697,0.3984546992710937,0.40698071064519653,0.5746321605969603,0.6086550190456702,0.6321037364107294,,0.5425621979570292,0.4352124703195605,0.42641639717340957,0.361240522905048,0.3933052795903724,0.4986347425585636,0.5493501901936441,,0.5765712996566278,0.6034962506052033,0.5134516549678076,0.40368171803987796,0.516487151233583,0.37594341735601894,0.5585251811247973,0.49319250748805854,,0.4725990071455828,0.43206511644920537,0.42410495469128534,0.40115843796257583,0.4004154527669282,0.6743928044723067,0.5377612470562719,0.5765238665909478,0.3913402431970856,0.498831715066218,
2016-09-21,0.39073074530727653,0.43559061510697084,0.5160283650032401,0.39598292857274314,0.5761278382897391,0.5146627994353256,0.5281762682209927,0.5108916730313794,0.7527569364772105,0.4551755040032665,0.4615551687230485,0.6208394246766462,0.3527505720525565,0.554593292631732,0.510194466168102,0.5315632319925477,0.5603696965846662,0.47785241290970665,0.4115688726354296,0.5392441656493414,0.5639963355301192,0.6425285221462455,0.537455786177741,0.5491064915687156,0.349942799616825,0.4787253631364383,0.46825461575684746,0.43853634658886115,0.4902740155168874,0.5021147505838331,0.5027899633903652,0.5670387752161005,0.5872584772619635,0.44482834353076023,0.3703923804307967,0.488390252494671,0.4024944679036217,0.5793479224549875,0.4981390669493733,0.6096834094982807,0.39639748315890416,0.47925699668034816,0.3677900044583245,0.4241195454280562,0.4168748693876121,0.6011072218177963,0.5433731415911283,0.5972753293972617,0.43757616732437316,0.5705914989171741,0.31596743492266616
2016-09-23,0.3845268816892357,,0.45384386301737,0.3935495317762485,0.7207799583203163,0.4902892604500548,0.5883699122725644,0.5335157929002835,,0.5008014484730223,0.4225529234314482,,0.35212580515503705,0.6058253474314998,0.41481438015147126,0.4898447011975578,0.41661674049315683,0.3878142631510426,0.4132856467776609,0.5678383194089318,0.6166468513236517,0.6089581708061176,0.49538034638669903,0.5099820334234919,0.4502735910653271,0.42290797398673635,0.3686731420819272,0.3941183980068567,0.5006589721328197,0.5130533666121128,0.5693190295685545,0.5369356470074399,0.6210546997762393,0.5080170109542204,0.4210013297280904,0.5031263950194156,0.3994497372757208,0.5786309096325782,0.5148743528162827,,0.48032132882173145,0.39983274971160193,0.4025947866902288,0.39927605365512736,0.44428878379682013,,,,0.41957758660198,0.5104873199234644,
2016-09-27,0.2860373475046979,0.5435712549404437,0.522269029643751,0.40226380809964885,0.6106801946064773,0.541437652026652,0.5911677227370368,0.6685938710848737,0.7836359522410019,0.49800974992238717,0.40519237409968384,0.7263818348372109,0.39766818107345187,0.6057129014142079,0.504394879162064,0.5412335158590706,0.5359431234013875,0.4882142403948157,0.40582392610824775,0.642484274222097,0.6614468155201103,0.640567942056255,0.5263988094463643,0.5456202498299246,0.3625318484553805,0.541732538016217,0.4472384357906287,0.46024698533149705,0.5070800512203624,0.5837474307098071,0.5395313748589231,0.5676121569656364,0.554674912413841,0.49171697574774526,0.35258691626114386,0.4893029136005215,0.4254050924416331,0.6080959788523955,0.5131231630521534,0.5781445723706652,0.4257590303840863,0.48201575632862975,0.42751905965391734,0.4504409746545239,0.45163503891488904,0.5849000918200703,0.542058618853258,0.6087723374229203,0.3523965582549357,0.5771663679407797,0.3684557600663467
2016-09-30,0.40759117609624224,,,0.3803683581551112,0.6754383339632936,0.5187502842215188,0.585615540890497,0.5700305239834037,,0.5154726319841155,0.45255322201257897,,0.3919265638487688,0.6362069046285542,0.4330875024002912,0.5014826897503794,0.4122096652921801,0.42166096545089865,0.3957893637212426,0.5356485114102415,0.616429138995691,0.6367560341237236,0.5281217035651052,0.5288946963436231,0.4063250764482705,0.4138538363968556,0.3622377631779523,0.4088155415431159,0.5091755902767064,0.5168597782080353,0.5840802998383788,0.5840996467310614,0.6251790790380265,0.4959520195035252,,0.5097314922277943,0.39613245056436125,0.5409397018561218,0.5329186978262862,,0.44987860893421683,0.377763973108672,0.40896698035214557,0.38990103842868207,0.3991092625729776,,0.5498848677310771,0.5672207554237413,0.40019346585302085,0.5108506302011021,
2016-10-04,0.3430066442066339,0.49297803793186984,0.46984494632583784,0.4188601727639297,0.612359363077505,0.550387981858066,0.5706160010087796,0.5792713305137233,0.8077072812721048,0.49414833864111823,0.44159635638954703,0.6087146730991613,0.3903576018133224,0.5688060792798856,0.4691686835357016,0.5250114223299822,0.4665831685797556,0.43472179502763075,0.37959370562476513,0.5046748140529569,0.6249217030251311,0.6460053563124989,0.5375272268162861,0.5483680368812845,0.3974002483258074,0.47611717639052137,0.4222948191658598,0.4094672872634315,0.5299435582027164,0.6207520273393895,0.5391146422130554,0.5311964689679053,0.5798531115269123,0.48983363967854743,0.3114499014895615,0.48181372727995914,0.3857100633776225,0.5596927863069765,0.5097069098249648,0.6135180911894611,0.41844047301429105,0.41992634939560197,0.41852248741030346,0.4407225091471318,0.4349389692716381,0.6580512611910052,0.5068848724738374,0.5832659650603409,0.34061139045656885,0.541874015016273,0.26118072366231015
2016-10-07,0.41903649505439927,,0.45001267620597774,0.3752222249355597,0.6996477206560461,0.5051875939370715,0.5690614826837855,0.554803300715347,,0.5176582004279723,0.4393366569471517,,0.33949724636794976,0.6722485774402692,0.43024324486300203,0.49683917566564567,0.408080465922793,0.3880629321773816,0.38024211327353846,0.5272148919849976,0.6332950601756794,0.672191644152762,0.523942544476779,0.5593600269570169,0.37913599771750445,0.4184070794402679,0.37477894074068896,0.3982952654990273,0.4842334131621538,0.524650772093462,0.6058477097535423,0.5395100562509938,0.6455733561217138,0.508590979182964,,0.4897149469184868,0.38820807466879964,0.5347937365319483,0.5243018940398455,,0.4600507237649678,,0.422543843744178,0.40056135106630636,0.3894437487993825,,0.5545249078762657,0.5045905778104051,0.3808226566902584,0.5039218055776763,
2016-10-10,0.2852530402013232,0.507952062491393,0.5213407975887464,0.4611416753202369,0.6016171351624453,0.5677087668636672,0.5980082294273158,0.5573546676212756,0.6749320785503327,0.49407142259376485,0.41906351483263116,0.6586149351297622,0.40554795930239407,0.5043881959264414,0.4809467964829513,0.46195185096656255,0.5912218887716498,0.409782340170971,0.35150594425151077,0.5809683409124171,0.6125061107768973,0.6736046441641875,0.5167983444822609,0.5134419805196417,0.30957910891269624,0.5501203261637789,0.44482455320818975,0.40285959927358955,0.49275789721371854,0.5593635057232893,0.5264399505619366,0.5955282875670416,0.5921562872507926,0.4952652635845351,0.31033705054861144,0.4823211580013695,0.42512845330742494,0.5680248775515703,0.5120756393317607,0.7368481023755558,0.4031600948091863,0.4201651107323781,0.41531404879688916,0.4387037401571199,0.4330593234237101,0.7814996286222303,0.5347246962267983,0.5772679709105595,0.29840539349135736,0.5689942065448722,0.2677167959136741
2016-10-14,,,0.48668619522607304,0.4061887392927807,0.6759831525222938,0.49933527494787794,,,,0.5057178666504691,0.46332191656763405,,,0.6595350019996463,0.4070045910937649,0.49497582192903405,0.40371870531125986,,0.39444792494917685,0.5223447612892868,0.6036928375122824,0.6624653539191274,0.5102949688948261,0.5058157957642013,,0.4544747085023748,,,0.5210542460876189,,0.58418134631734,,0.6243825698006531,0.5030556656778147,,,0.315208413211296,,0.5453938324610429,,,,0.4289048378988725,0.44374455051098843,,,0.5388286584456701,0.540867723708392,0.3596574083852091,0.5165013901435149,
2016-10-15,0.32143501351944265,0.4239153812879873,0.5420729771067753,0.38227745045726946,0.6018745218951321,0.591516681721278,0.5216202032047951,0.5383334879107508,0.8155487901061115,0.4833155156452496,0.45925346857664334,0.6017108098734135,0.4059433831661758,0.5410376226693187,0.5002125626033479,0.49035240319393303,0.535473961682449,0.42577295953031435,0.40251608940215,0.48235385063780706,0.617749704862281,0.6216811806192348,0.5370036930204263,0.5260831901404316,0.4079717441630651,0.5011834327404948,0.5007537030450018,0.4406143541869958,0.4878250423858301,0.5521940102419749,0.5321123209032813,0.5670202831468051,0.5693825503568143,0.4829870708503046,0.41377212775246025,0.4531340910901118,0.39845331938683,0.6229236327630717,0.4874150901261834,0.5473079521700513,0.39413089796114203,0.39057624288444387,0.37912369890269887,0.4409004986980187,0.489240582534406,0.6385247688493865,0.5390484724303494,0.6002500565145366,0.3750236288325172,0.5291635442645061,0.37510318369609313
2016-10-17,0.3926612930360669,0.38152394411838336,0.4814865849183372,0.38632715731164713,0.6158200834621973,0.5244718138404677,0.5613581771092916,0.5859333191062679,0.9223541775904932,0.5039940123906489,0.4794611444854572,0.5689196269115588,0.34712992233461537,0.5859414414189285,0.40328941407214947,0.4760134854230198,0.40677842170554035,0.30880288078085166,0.3925438812421945,0.5719121908482746,0.6750580152183338,0.6632224117142876,0.5046531162953893,0.5461367576695281,0.4410816079751216,0.425582877931016,0.3837313330210857,0.3697456832991978,0.49766485084040496,0.5353660277839793,0.5720504514926411,0.5246612958446683,0.633042421105317,0.49730142853173614,0.3670341471023582,0.47176549960887687,0.33235001384257085,0.5936162306382678,0.5179150753760005,0.5478811876847186,0.47195509856153367,0.36203998026727296,0.41905186500072306,0.44198634106929213,0.4476012240093621,0.6766244451763176,0.5178282993357569,0.5795295899625614,0.3050175513844215,0.49240406978792445,0.2791877540236776
2016-10-18,0.3931884967526457,0.38224596999004934,0.4759361856126278,0.37370570915611534,0.6168430755390647,0.5228953071295752,0.5673426821637385,0.5916098288374112,0.9232276291790593,0.4977568931289868,0.47326178313185396,0.5768911012378851,0.3521858039338493,0.5868778147550354,0.3944292707192825,0.4637746613322878,0.4102348977641315,0.30925332534960454,0.40200903156214945,0.5778428533819072,0.6797277530258415,0.6533214493250168,0.5279439926198985,0.540599859155041,0.44163668946395274,0.41296192823669875,0.3888193383075556,0.36723198720203815,0.4826579959388307,0.5622685075506962,0.5843082402129233,0.5318809979236455,0.6228385610489943,0.5094609017902948,0.35450043616445237,0.4627076750715357,0.3318363308033594,0.5924633917521805,0.5257139096028751,0.5489440632171051,0.47261232690320326,0.39679540789575024,0.414927600537428,0.4426612290678888,0.4503425436296998,0.6651409719881788,0.5345449402618895,0.5805557676717014,0.30890203333527166,0.5191438939294808,0.2796447595854172
2016-10-20,0.3455894913233127,0.45718914905852387,0.49365167348862465,0.4356624776858001,0.6233269972138754,0.5344782397590069,0.5533454111749799,0.5437595336758609,0.8514639895926588,0.49452465951983,0.47076969588575324,0.595613020017206,0.3791171942117204,0.555527026253708,0.44478917600429263,0.5007797993714027,0.4620622003987882,0.39140172533829176,0.4112055336348622,0.5633359417283174,0.6479814751833718,0.644491888802722,0.5129281143271623,0.5319822407242198,0.4154769407095211,0.4482506191284934,0.395617967943908,0.36110304137298205,0.4951654151106733,0.5108225979175952,0.5864897500854538,0.5574289814848644,0.5987710280677659,0.49900784032958834,0.33271690093321166,0.4625888859871741,0.37872317691174834,0.594878022498717,0.512966151493283,0.5670166592032785,0.44583677923347337,0.3797348043936899,0.4012053458381526,0.42713285280715607,0.46706295915951024,0.6923455531868413,0.5453981541291757,0.581943378523525,0.3384177149841459,0.5288812005920523,0.285157824572867
2016-10-24,0.40011800012327187,0.4410536122066879,0.4804230464481132,0.3994232159206728,0.6363610856021554,0.5242255832773495,0.5561940876784107,0.5624434124958612,0.9455490441097559,0.4945950717469502,0.4783367672180001,0.614435394170914,0.37381602743492953,0.598660733662526,0.4182270764852702,0.4637270964776639,0.42093657076782276,0.3615544788328813,0.38855482677198055,0.5407757491547667,0.657806277761876,0.6700520665916819,0.49409139901807025,0.5459673988402224,0.4613039434520654,0.4519843533232854,0.4294003446264915,0.37994970254877486,0.4935085478373557,0.5447193667933748,0.6074188273055369,0.5450157792835935,0.6231457454063497,0.5117403619569716,0.3548683571635194,0.4758786336523526,0.33221949108526333,0.5668112285551868,0.5339477045432471,0.5636928983219799,0.4672958808886077,0.37047367386719143,0.42136751718784593,0.4658865039726514,0.45995886574362954,0.6546220737209935,0.5408715674104355,0.5733624164414041,0.3007352146020661,0.5230791586132577,0.256849480161334
2016-10-25,0.33511258514443015,0.4652890945123594,0.5035989224065844,0.44117676591000143,0.6194193755052001,0.5478412897837834,0.5505333157849058,0.5359295552194644,0.8099652775214761,0.48846504439726746,0.45889280973413427,0.6147902343605594,0.38044759545769424,0.5843455946251233,0.4595505755251816,0.49923179423446234,0.48477668088554027,0.38620923333711477,0.3971587428083463,0.5722417191036492,0.6585902613608532,0.6393436957633353,0.5171556444806036,0.5385583995508336,0.3933855697319319,0.46852911692092186,0.4134615123321514,0.3872215441368791,0.5060988914591035,0.5302898686631,0.5636437755279939,0.5430210605410588,0.5926578662752771,0.5000971690838357,0.3613547715017607,0.48568774341280974,0.364315425745795,0.5503615075578385,0.518904511604702,0.5341719745269614,0.4672465186040006,0.32899201611702167,0.42308560137190937,0.4413830669359034,0.4723240640051576,0.6964984037028152,0.5524911463182344,0.5977378398709414,0.36895567447137867,0.5352528734430025,0.2916602106630858
2016-10-26,0.4061701820205797,0.4353378581475002,0.4856924997270586,0.41260030707106554,0.6396466394559283,0.5120660687427757,0.5647385492023438,0.5601614826883096,0.9514325790925122,0.4962744467123389,0.48588496645353957,0.6209767746539766,0.39365351625540734,0.5738710656114072,0.4059486355155822,0.45425473740936395,0.4281557910586821,0.3761960456759397,0.41079507088501277,0.5608355757734563,0.6939721797004722,0.658521806846349,0.4967474122916787,0.5507297553491854,0.45704499713595853,0.4438348095084885,0.39397316501838325,0.37747258038053594,0.5034077976774345,0.5349121436850993,0.596889512802817,0.5428466842933395,0.626180423658917,0.5132576100794882,0.3610978369142806,0.5047021540945145,0.35717135629376345,0.5779108936681604,0.5305686038463794,0.5671843444329565,0.48587235680329327,0.3295055286668908,0.4302658876153905,0.45664066217822846,0.45588786117985775,0.6665769936567175,0.517753976182904,0.6056851023858091,0.3337860053436063,0.5159621114872789,0.2402237081549817
2016-10-27,0.38870848854323253,0.41732022045712736,0.48526191473178315,0.39556134420934114,0.6567040133021108,0.516029667742918,0.5712184121625329,0.5748921240353619,0.9432785043094767,0.5043633245269489,0.48150173486677783,0.6199593500863861,0.36916244379852153,0.5733934409657943,0.41149624527954376,0.4314351052377454,0.42632337541865656,0.37558067085774716,0.41178271755572204,0.5454261139472899,0.7036194684104458,0.6566233774373748,0.509862232714842,0.5523284571211079,0.4465212996937688,0.43489140289406025,0.3904489655841581,0.39522592093845654,0.4935352546361862,0.5313059052417318,0.5649113595821338,0.5248372541968567,0.613270695546309,0.5064218334810149,0.35041853770654724,0.49469932961292645,0.3539805341072726,0.5795664452102202,0.5176901292941238,0.5505800756364302,0.4702249945842547,0.34305272558322675,0.4425058053088497,0.4498932044409393,0.4650300638154772,0.6902289319439697,0.5326416711335902,0.6074165581205092,0.30326033950024334,0.5217392930207628,0.24396426387012002
2016-10-28,0.4010623378868062,0.4236943935728708,0.4883004495355039,0.37357030313455414,0.6459989183599976,0.5235447480975544,0.5726112038396535,0.5762360837958617,0.9445833045844864,0.5048733627641143,0.46859679160446244,0.6372838735722782,0.3701506538713364,0.5750194269564389,0.40429786866672934,0.43253868041397553,0.4154023807136882,0.3806508117669643,0.40790665875558635,0.5378818348465481,0.6937338600482431,0.6220998772577747,0.5000247345859888,0.5537267621075308,0.4422685689617903,0.42482090359664443,0.3822917622875481,0.3986590738507097,0.5035794098554334,0.5280568564157053,0.5859612984709219,0.5313819146209516,0.6296111330938903,0.49436207403876054,0.33468659604359813,0.48599175227476615,0.35475909119094867,0.5810185648566583,0.5165292143816005,0.5573819725527048,0.4711682844334483,0.36672649023026965,0.44847658515086297,0.45421128450885684,0.46656176599982363,0.6882601110817334,0.5356036940150376,0.6043685352123971,0.31136137950351356,0.5050217309900842,0.24459154236848524
