Alabama,0.3730582156922173
Alaska,0.38892483345988377
Arizona,0.49149464638672075
Arkansas,0.3769758247354604
California,0.6440116705279814
Colorado,0.5189498855622091
Connecticut,0.575117127005171
Delaware,0.5663651858426583
District of Columbia,0.908367069754398
Florida,0.500582974682481
Georgia,0.4902069680976449
Hawaii,0.6367605860303082
Idaho,0.39202793616327053
Illinois,0.584979215999562
Indiana,0.4154744808029811
Iowa,0.4498865687641634
Kansas,0.43150667396989156
Kentucky,0.39707795090416936
Louisiana,0.39882729521686744
Maine,0.5657393780297889
Maryland,0.6613933629578925
Massachusetts,0.6495855737610201
Michigan,0.5151948314579564
Minnesota,0.5413802007664686
Mississippi,0.42675682456357505
Missouri,0.45384940567076
Montana,0.3854816893911772
Nebraska,0.39645944088981605
Nevada,0.49352107760599334
New Hampshire,0.5332452230297505
New Jersey,0.5773878593433271
New Mexico,0.5289127590173416
New York,0.6268810724009368
North Carolina,0.5179859547902077
North Dakota,0.33116900477333105
Ohio,0.48458151935944044
Oklahoma,0.35783628980239807
Oregon,0.5927545947724018
Pennsylvania,0.5161865603344575
Rhode Island,0.5793225439875478
South Carolina,0.4623510435811995
South Dakota,0.38164252868122167
Tennessee,0.44634311817848066
Texas,0.45895226069695916
Utah,0.4430298229040024
Vermont,0.6984649707455296
Virginia,0.5375892734241168
Washington,0.5955932899136205
West Virginia,0.3216973259279128
Wisconsin,0.5180121493095461
Wyoming,0.2762734063476504
